,text
Ses04F_script02_1_F007,It's after eleven let's go home.
Ses04F_script02_1_M015,Are you kidding? We'd miss it. We just got here. What's the point of coming down here if we just turn around and go home?
Ses04F_script02_1_F008,There is no point in coming down here.
Ses04F_script02_1_M016,Right.
Ses04F_script02_1_F009,That's my point.
Ses04F_script02_1_M017,That's my point too.
Ses04F_script02_1_F010,So let's go home.
Ses04F_script02_1_M018,"No, no, no. That's not my point. My point is is that there's no point in coming down here if we just leave. Don't you want to see it?"
Ses04F_script02_1_F011,Not particularly.
Ses04F_script02_1_F012,I just don't. It's stupid.
Ses04F_script02_1_M020,Honey this is natural phenomenon. I mean this only happens once a year. This is a great opportunity.
Ses04F_script02_1_M021,Think about the people in Kansas. They'd have to get plane tickets and hotel reservations to come see this. We're just forty minutes away. It's too good to pass up.
Ses04F_script02_1_F013,"Pass up what? These little fish swim onto the beach, flop around, and then swim away and then they die."
Ses04F_script02_1_M022,"Yeah but that moment on the beach is the highlight of their little lives. All that flopping around is laying eggs or what do you, spawning or mating something like that."
Ses04F_script02_1_M023,This is the big night for these guys. Life's last orgy.
Ses04F_script02_1_F014,What are you so excited about? This isn't a moon landing we're talking about. It's fish. It's fish nobody even eats.
Ses04F_script02_1_M024,"Yeah, they do."
Ses04F_script02_1_F015,"Oh, Augie."
Ses04F_script02_1_M025,Okay but it's fish who do something none of the other fish do
Ses04F_script02_1_M026,"like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs, like that. There's mystery here and magic"
Ses04F_script02_1_M027,a little bit of the unexplainable. I don't see how you cannot be interested.
Ses04F_script02_1_F016,I'm just not.
Ses04F_script02_1_F017,Yes.
Ses04F_script02_1_M029,I don't get it. The first time we came here to see it you said it was the best night of your life and last year I remember distinctly you were so excited to get here. You stubbed your toe rushing me out the door and didn't even notice until we were in the car.
Ses04F_script02_1_M030,We weren't in a good spot.
Ses04F_script02_1_F019,We didn't see them the first time either.
Ses04F_script02_1_M031,We just weren't in a good spot. This is a much better spot.
Ses04F_script02_1_M032,"I've got good instincts for these things. Look there. What's that. Is that? Is that, is that-no it's just seaweed isn't it."
Ses04F_script02_1_M033,"Ah, man this is great. I wouldn't miss this for anything. I mean think about this. I know you're not interested but just think about this for a minute."
Ses04F_script02_1_M034,Out there someplace there's this huge mass of silver fish heading this way. They don't know why. We don't know why. It wasn't a decision. They didn't take a vote.
Ses04F_script02_1_M035,No one sent them a map or an invitation. Just some little instinctual time release firecracker went off in their little bodies and all as one. They turned and formed a line as long as the California coast and started swimming.
Ses04F_script02_1_M036,They're swimming right now as if that's the only thing that matters.
Ses04F_script02_1_M037,It's single mindedness with no mind. Urgency that's pure urge.
Ses04F_script02_1_M038,They don't know what drives them. They don't give it a name or ask question. They just turn as one and start the swim that brings them here to this place
Ses04F_script02_1_M039,where we stand for massive celebration of sex and death.
Ses04F_script02_1_M040,"Ah, I'm giving myself goose bumps. All my hairs are popping up."
Ses04F_script02_1_F020,That's the wind.
Ses04F_script02_1_F021,About what?
Ses04F_script02_1_F022,It's ridiculous.
Ses04F_script02_2_M000,"Well, so what do you think?"
Ses04F_script02_2_F002,It's PR. Somebody sold you a bill of goods that this wonderful event is going to take place on the beach.
Ses04F_script02_2_F005,Goddamn it Augie don't ask me that. You always ask me that. I hate it when you ask me that. It's insulting.
Ses04F_script02_2_M006,Well then what's bugging you?
Ses04F_script02_2_F006,We just have different ideas about what this evening is supposed to look like.
Ses04F_script02_2_M007,"There's nothing to it. We come down here. The grunions arrive. They do their little fish business. We go oh, ah look at the fish. They go home. We go home."
Ses04F_script02_2_F007,"For heaven's sake, this is not about fish."
Ses04F_script02_2_M008,Why not?
Ses04F_script02_2_F008,We totally skipped. Right.
Ses04F_script02_2_F009,"For heaven's sake, grow up we are not going to see the Grunions."
Ses04F_script02_2_M010,Why not?
Ses04F_script02_2_F010,We never do. Do we have we ever?
Ses04F_script02_2_M011,We've missed them twice that's not ever.
Ses04F_script02_2_F011,Twice is every time we've tried that's ever.
Ses04F_script02_2_M012,We'll see them this year.
Ses04F_script02_2_F014,and the fish won't show up.
Ses04F_script02_2_M013,I thought you wanted to see it.
Ses04F_script02_2_F015,You don't understand anything I'm saying.
Ses04F_script02_2_M014,"No, of course not."
Ses04F_script02_2_F016,I did want to see it. I always do. I keep thinking that this time will be the time but it never is.
Ses04F_script02_2_M015,It's just a fish. Nothing to get traumatized over.
Ses04F_script02_2_M016,I've been trying to work this backwards but I can't seem to pinpoint the moment when we took a turn for the worse. You were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem.
Ses04F_script02_2_F019,We thought I was pregnant and we had a bottle of champagne but no glasses. You asked me to dance. So we took off our shoes
Ses04F_script02_2_F020,"and you popped the cork and while we were dancing, you said the softest most intimate things to me"
Ses04F_script02_2_F021,right into my ear so that I could hear them as much as- so that I could feel them as much as hear them.
Ses04F_script02_2_F022,"And I remember thinking this is it. At last, at last I'm as happy as I'm supposed to be."
Ses04F_script02_2_M019,Wait a minute. I've got it.
Ses04F_script02_2_F023,"Dancing barefoot in the sand, drinking champagne from the bottle."
Ses04F_script02_2_M020,"It was in the car right. Driving past the Knickerbocker Liquor Locker, you said let's get some champagne and I said times a wasting or something like that. Right?"
Ses04F_script02_2_M021,"That's it, right? You want this to be like the other time, right. That's it."
Ses04F_script02_2_F024,I would rather not remember some things. I would rather not hope for some things.
Ses04F_script02_2_F025,No.
Ses04F_script02_2_M023,You want me to get some champagne?
Ses04F_script02_2_F026,No.
Ses04F_script02_2_F027,No. No.
Ses04F_script02_2_M025,Well what? Want me to breath in your ear?
Ses04F_script02_2_F028,No.
Ses04F_script02_2_M026,Want to get married again?
Ses04F_script02_2_F029,No.
Ses04F_script02_2_M027,What? What do you want a divorce?
Ses04F_script02_2_F030,No.
Ses04F_script02_2_M028,A vacation?
Ses04F_script02_2_F031,No.
Ses04F_script02_2_M029,"A new carpet, a poodle, a backrub, ice cream, a suicide pact. What? What? Carla what the hell do you want?"
Ses04F_script02_2_M031,"Do you think that when I proposed, I had this great fantasy going that four years down the line we'd come to the beach and yell at each other over fish."
Ses04F_script02_2_M032,Do you think that I knew that there'd be times when you'd look at me like I'm a used Kleenex and times I would look at you and think holy hell when's the next flight to Alaska.
Ses04F_script02_2_M033,"No, no I'm just like you. I thought it was going to be all peaches and roses and sand in our hair and wind in our"
Ses04F_script02_2_M034,"Sand in our toes and wind in our hair and the fish will always come and the bills will always pay themselves and ha, ha baby the jokes on us. Because you know what you get,"
Ses04F_script02_2_F033,"This what, what is this? This isn't even anything."
Ses04F_script02_2_F034,"Oh, right, sure this is standing on the beach. This is waiting. This is fighting."
Ses04F_script02_2_M039,I'm doing the best I can.
Ses04F_script02_2_F037,"I know you are, Augie. Really I do. I know you wanted this to be special and nice and it's the full moon and the sand and all but I just couldn't help thinking about being somewhere else."
Ses04F_script02_2_M040,Maybe if you were with somebody else too.
Ses04F_script02_2_F038,I didn't say that.
Ses04F_script02_2_M041,"No, I know but still. I know I don't make you happy."
Ses04F_script02_2_F039,"For heaven's sake, whatever I'm doing I'd rather be doing it with you."
Ses04F_script02_2_F040,Well don't be ridiculous. Don't you know that? You're the one who probably wishes you were with somebody else
Ses04F_script02_2_F041,somebody who knew how to enjoy herself and didn't take everything so hard.
Ses04F_script02_2_M043,"Actually now that you mention it, no I don't."
Ses04F_script02_2_M044,I don't know. It seemed like a good spot to me.
Ses04F_script02_2_F043,"Yeah, I noticed that. Looks pretty on the water doesn't it, big old white moon."
Ses04F_script02_2_M046,Well look at what we got here.
Ses04F_script02_2_F044,"Oh, Augie you brought refreshments."
Ses04F_script02_2_M047,It's not champagne.
Ses04F_script02_2_F045,Well then I guess we don't need glasses.
Ses04F_script02_2_F046,I'm beginning to think you might be right. I think this may be the spot after all. Augie I'm sorry.
Ses04F_script03_1_F005,Ahh. It sent shivers up my spine.
Ses04F_script03_1_M006,What shall we do if they suddenly walk in on us?
Ses04F_script03_1_F006,Behave exquisitely.
Ses04F_script03_1_M007,With the most perfect poise.
Ses04F_script03_1_F007,Certainly I shall probably do a court curtsy.
Ses04F_script03_1_M008,"Things that ought to matter dreadfully don't matter at all when one's happy, do they?"
Ses04F_script03_1_M009,"Don't say that, my darling."
Ses04F_script03_1_F009,It's true the whole business is very poor joke.
Ses04F_script03_1_F011,Don't laugh at me. I'm serious.
Ses04F_script03_1_F012,Who's they?
Ses04F_script03_1_F014,"Oh, how long will it last, this ludicrous, over-bearing love of ours?"
Ses04F_script03_1_M017,Well who knows?
Ses04F_script03_1_F017,What happens if one of us dies? Does the one that's left still laugh?
Ses04F_script03_1_F021,"Thank you, dear. The same applies to you except that if I catch you so much as looking at another woman, I'll kill you."
Ses04F_script03_1_M027,Do you remember that awful scene in Venice?
Ses04F_script03_1_F022,Which particular one?
Ses04F_script03_1_M028,The one where you bought that little painted wooden snake and put it on my bed.
Ses04F_script03_1_F023,"Oh, Charles. That was his name. Charles he did wriggle so beautifully."
Ses04F_script03_1_M029,Horrible thing. I hated it.
Ses04F_script03_1_F024,"Yes, I know you did. You threw him out of the window into the Grand Canal. I don't think I'll ever forgive you for that."
Ses04F_script03_1_M030,How long did that row last?
Ses04F_script03_1_M031,The worst one was in Cannes when your curling irons burnt holes in my dressing gown.
Ses04F_script03_1_F026,It burnt my comb too and all the towels in the bathroom.
Ses04F_script03_1_F028,Then the manager came in and found us rolling about on the floor biting and scratching like panthers.
Ses04F_script03_1_F029,"How ridiculous. How utterly, utterly ridiculous."
Ses04F_script03_1_F030,And very much sillier.
Ses04F_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden."
Ses04F_script03_2_M001,I knew nothing of the sort. You took presents from him.
Ses04F_script03_2_M003,You went out of your way to torture me over Peter Burden.
Ses04F_script03_2_M005,You let him kiss you. You said you did.
Ses04F_script03_2_F005,What of it?
Ses04F_script03_2_M006,What of it?
Ses04F_script03_2_M007,What about me?
Ses04F_script03_2_M008,"That's a nice point of view, I must say."
Ses04F_script03_2_F008,"Oh, dear. I'm bored with this conversation."
